id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
8577949,Large Victorian home in Brooklyn,11623096,Pietta,Brooklyn,Flatbush,40.64697,-73.96465,Entire home/apt,800,3,1,2015-12-21,0.02,1,0
8664721,Private room & bathroom in the sky,23073564,Evan,Manhattan,Midtown,40.74576,-73.98146,Private room,200,2,150,2018-10-21,3.32,1,0
8684074,The Tranquility Room-large & light,45601111,Dlb,Queens,Laurelton,40.67168,-73.74744,Private room,42,2,54,2018-05-27,1.22,5,189
8698962,Brooklyn loft with huge livingroom,9166253,Jonas,Brooklyn,Bedford-Stuyvesant,40.68978,-73.95826,Private room,65,1,1,2015-10-11,0.02,2,0
8761451,Chic Bachelorette Pad,45944532,Deborah,Manhattan,Greenwich Village,40.73076,-73.99567,Entire home/apt,300,1,0,,,1,0
8838513,Room in colorful Bushwick SUPER close to subways!,1423123,Gretchen,Brooklyn,Bedford-Stuyvesant,40.69937,-73.94447,Private room,45,1,9,2019-03-06,0.27,1,0
8925082,Chic apt on cutest corner in Soho,33834627,Charlotte,Manhattan,Nolita,40.72217,-73.99375,Entire home/apt,200,1,0,,,1,0
9116018,Full-Sized Harlem Room with Style,12690012,Sonskeshana,Manhattan,Harlem,40.83013,-73.94112,Private room,65,3,17,2019-04-18,0.39,1,280
9281688,Cozy Cove in Crown Heights,114649,Onome,Brooklyn,Crown Heights,40.66933,-73.9252,Private room,40,7,23,2018-12-26,0.57,1,130
9387914,Amazing 3 Bedroom in East Village,6753765,Austin,Manhattan,East Village,40.72219,-73.98409,Entire home/apt,285,4,1,2016-01-03,0.02,3,0
9422196,Private Room in Gramercy Park,12154291,Cindy,Manhattan,Gramercy,40.73537,-73.98244,Private room,95,1,1,2016-06-13,0.03,1,0
9457285,The Central Park Studio,8604689,Emel,Manhattan,Upper East Side,40.76892,-73.96845,Entire home/apt,214,3,151,2019-06-26,3.58,1,219
9488756,A tranquil base for exploring NYC,1657540,Charlie,Brooklyn,Bedford-Stuyvesant,40.68023,-73.94487,Private room,70,7,2,2015-12-07,0.05,1,0
9513152,A nice private room in East Village,20019653,威,Manhattan,East Village,40.72309,-73.98285,Private room,50,1,1,2015-12-28,0.02,1,0
9529607,Soho/Little Italy Privat Room for 2,43333475,Jp,Manhattan,Nolita,40.72132,-73.99708,Private room,150,1,3,2019-04-02,0.9,1,178
9577006,Private Bedroom,44620317,Claudia,Queens,Corona,40.73703,-73.85861,Private room,55,2,33,2018-02-19,0.75,4,280
9586258,PRIVATE COSY ROOM IN BROOKLYN,27065592,Shane,Brooklyn,Clinton Hill,40.68402,-73.96094,Private room,60,1,2,2016-01-02,0.05,1,0
9603991,Homely Apartment For The Holidays!!,6725302,Nancy,Manhattan,Hell's Kitchen,40.76769,-73.988,Entire home/apt,200,2,0,,,1,0
9625826,Home Sweet Home in Brooklyn,11497855,Lina,Brooklyn,Prospect-Lefferts Gardens,40.66145,-73.96005,Private room,65,10,1,2016-01-12,0.02,1,0
9634829,Spacious 1bd in 2bd Harlem/UWS Area,12298772,Harrison,Manhattan,Harlem,40.80464,-73.95637,Private room,84,2,3,2016-05-21,0.07,1,0
9645338,Lovely room in prime Crown Heights,14965776,Kyra,Brooklyn,Crown Heights,40.66931,-73.9555,Private room,55,5,5,2017-08-04,0.12,1,0
9707735,Entire 2 BR Williamsburg Apt (parking/near train),15647614,Lin,Brooklyn,Williamsburg,40.7162,-73.95384,Entire home/apt,175,1,11,2019-05-12,0.36,2,37
9726043,Family apt w/ junglegym-bed for kids,292084,Liliana,Brooklyn,Kensington,40.64463,-73.97057,Entire home/apt,95,7,5,2019-07-05,0.12,1,59
9730784,Private Space in Lower East Side,1038645,Kim,Manhattan,Lower East Side,40.72133,-73.9877,Private room,140,1,5,2018-05-15,0.12,1,0
9737362,Spacious 2B apt - KipsBay Manhattan,14786085,Andrew,Manhattan,Kips Bay,40.74302,-73.98098,Entire home/apt,275,5,3,2016-07-30,0.08,1,0
9758735,1 Bedroom Holiday Sublet in Bklyn,411677,Eli,Brooklyn,Flatbush,40.63565,-73.96434,Entire home/apt,70,20,0,,,1,0
9766922,Spacious Uptown bedroom,19874128,Jennifer,Manhattan,Harlem,40.82083,-73.95407,Private room,88,2,0,,,1,0
9778407,Beautiful Room...15 min to NYC,40571321,Dana,Brooklyn,Bedford-Stuyvesant,40.69335,-73.93107,Private room,90,1,0,,,1,0
9787590,,50448556,Miguel,Manhattan,Harlem,40.80316,-73.95189,Entire home/apt,300,5,0,,,5,0
9804814,Cozy Midtown East apt,10487850,Nael,Manhattan,Midtown,40.75287,-73.96708,Entire home/apt,230,1,0,,,1,0
9820053,SoHo Studio,22440410,David,Manhattan,SoHo,40.72688,-74.00058,Entire home/apt,195,2,1,2016-01-06,0.02,1,0
10019335,Your home in the historic district,48818023,Sarah,Manhattan,Harlem,40.82909,-73.94183,Entire home/apt,78,5,0,,,1,0
10041002,1st Floor Beautiful Brownstone Apt,7503132,Whitney,Brooklyn,Clinton Hill,40.68399,-73.96192,Entire home/apt,100,5,7,2016-11-27,0.16,1,0
10072022,Spacious 1 bedroom in the heart of Soho,31281230,Brian,Manhattan,SoHo,40.72697,-74.00098,Entire home/apt,315,2,29,2019-06-25,1.31,1,177
10078736,Newly Renovated Carriage House,51716739,Harvin,Brooklyn,Bedford-Stuyvesant,40.68886,-73.93084,Entire home/apt,225,2,68,2019-06-04,1.69,3,273
10123090,Midtown Manhattan steps from 5thAve,51948055,Yvonne,Manhattan,Midtown,40.76372,-73.97692,Entire home/apt,500,29,5,2016-09-26,0.13,1,88
10133534,Artsy/Neat 1 Bedroom Apartment in the heart of LES,6606618,Louise,Manhattan,Lower East Side,40.7178,-73.98504,Shared room,110,2,4,2016-12-11,0.11,1,0
10163617,Spacious 2 bdr Bed-Stuy Brownstone,4273661,Julia,Brooklyn,Bedford-Stuyvesant,40.69145,-73.93536,Entire home/apt,150,2,1,2016-05-31,0.03,1,0
10386831,Cozy Room in Boerum Hill,15895218,Amy,Brooklyn,Gowanus,40.68444,-73.98847,Private room,62,2,1,2016-01-18,0.02,2,0
10482554,Interfaith Retreat Guest Rooms (Mary),16677326,Alex And Zeena,Manhattan,Chelsea,40.74973,-73.99515,Private room,85,1,162,2019-05-22,3.91,12,344
10489240,Entire 2 Bedroom in a smart new house,16782573,Dorina,Queens,Middle Village,40.71852,-73.88373,Entire home/apt,125,4,93,2019-07-02,2.22,4,306
10512812,Bright central Manhattan bedroom,6429683,Andrew,Manhattan,Upper East Side,40.76278,-73.96638,Private room,75,1,89,2019-06-29,2.1,1,268
10519216,Beautiful LARGE one bedroom apt,54235059,Emmett,Queens,Long Island City,40.74399,-73.95321,Entire home/apt,195,1,0,,,1,0
10538353,Beautiful designer studio on 1st,7203997,Gosia,Brooklyn,Park Slope,40.67094,-73.97388,Entire home/apt,154,3,123,2019-06-23,3.01,2,289
10574818,Your stay at NYC Artist's Home,54548232,Anna,Manhattan,Harlem,40.825,-73.95226,Private room,70,2,84,2018-12-31,2.23,2,311
10585031,Luxury affordable in Williamsburg!,48988714,Luigi,Brooklyn,Williamsburg,40.71362,-73.95617,Entire home/apt,360,1,4,2019-06-22,0.18,3,201
10682316,Spacious Sanctuary in Bushwick,8655790,Romany,Brooklyn,Bushwick,40.69887,-73.9227,Private room,75,20,1,2018-10-19,0.11,1,93
10709249,Newly renovated luxury apartment,35761677,Sandrine,Brooklyn,Bedford-Stuyvesant,40.682,-73.91851,Entire home/apt,155,2,156,2019-07-06,3.74,1,223
10782718,Studio (200 square feet),55785222,Ryan,Queens,Astoria,40.76636,-73.90393,Entire home/apt,75,1,0,,,1,0
10812027,Cozy 1 bedroom bricked wall loft,6126518,Serafima,Manhattan,Upper East Side,40.77949,-73.94973,Entire home/apt,150,6,11,2019-04-06,0.3,1,174
10881719,charming Soho/Little Italy nest,30410829,Michelange,Manhattan,Chinatown,40.71786,-74.00009,Entire home/apt,105,1,16,2016-08-25,0.4,1,0
10903055,Stay in The Heart of NYC,28378670,Jesse,Manhattan,Chelsea,40.7487,-73.99514,Private room,119,2,134,2019-06-30,3.42,1,66
11123996,Spacious Gramercy Loft,3135272,Han Sheng,Manhattan,Gramercy,40.73427,-73.98456,Entire home/apt,250,2,4,2017-06-03,0.14,1,0
11166140,Beautiful Studio/Doorman Building/43 St & 2 Ave,1475015,Mike,Manhattan,Murray Hill,40.74544,-73.9748,Entire home/apt,83,30,1,2018-08-11,0.09,52,311
11305912,_Special Offers: Guest Assistance,344035,Brooklyn&   Breakfast    -Len-,Brooklyn,Prospect Heights,40.67771,-73.96979,Private room,250,1,25,2019-05-01,0.63,13,0
11363349,Cute bedroom in the East Village,29392554,Yana,Manhattan,East Village,40.72916,-73.97816,Private room,75,120,0,,,1,173
11389773,Chambre au coeur de Manhattan,59746634,Joël,Manhattan,Chelsea,40.74721,-73.98968,Private room,65,1,0,,,1,0
11441498,Lincoln Center Apartment,26104727,Ambika,Manhattan,Upper West Side,40.77137,-73.98321,Entire home/apt,180,1,0,,,1,0
11484489,Soho sanctuary in perfect location,10174622,Ash,Manhattan,Nolita,40.72225,-73.99473,Entire home/apt,140,2,44,2019-07-07,1.1,1,110
11496968,1BD apartment with balcony on park,831572,Rupert,Brooklyn,Fort Greene,40.69277,-73.97449,Entire home/apt,170,1,12,2016-10-16,0.3,1,0
11624287,Best Neighborhood in Brooklyn!,23607758,Stefan,Brooklyn,Cobble Hill,40.68874,-73.99525,Private room,99,2,46,2019-06-22,1.15,1,66
11690836,Extended stay in a great studio,46036778,Elle,Manhattan,Upper East Side,40.75977,-73.95917,Entire home/apt,180,14,0,,,1,0
11697308,Spacious 1 BR Upper East Side,61391963,Corporate Housing,Manhattan,Upper East Side,40.78002,-73.95284,Entire home/apt,125,30,8,2019-05-31,0.23,91,343
11826442,Comfy Sanctuary walk to Laguardia!!,4348515,Olga,Queens,East Elmhurst,40.76969,-73.87912,Entire home/apt,80,3,68,2019-06-20,1.79,1,334
11867573,Manhattan beautiful studio.,6544323,Rachel,Manhattan,East Harlem,40.78967,-73.94741,Entire home/apt,100,4,0,,,1,0
11944668,10minutes to Manhattan from Astoria,37188098,Ashraful,Queens,Astoria,40.76088,-73.92233,Private room,95,1,13,2016-08-07,0.33,2,183
12052609,Cozy private 1.5BR Garden Apartment w/ backyard,44332076,Amber,Manhattan,Washington Heights,40.84915,-73.93317,Entire home/apt,170,5,24,2019-04-24,1.39,1,121
12084100,Lux 1 BR NYC Midtown West Apartment,30283594,Kara,Manhattan,Hell's Kitchen,40.76642,-73.98326,Entire home/apt,239,30,0,,,121,364
12089889,-Modern Living in the Heart of NYC - 1 BR apt.,30283594,Kara,Manhattan,Hell's Kitchen,40.7663,-73.98359,Entire home/apt,239,30,0,,,121,165
12095501,Sunny Sanctuary,7403959,L.R.,Manhattan,Hell's Kitchen,40.75915,-73.99932,Entire home/apt,245,2,24,2019-06-02,0.61,1,48
12132427,Spacious 1 BR in East Village!,10584659,Mike,Manhattan,Gramercy,40.73375,-73.98704,Entire home/apt,177,3,12,2016-07-21,0.3,1,0
12231304,Private Room in Luxury Bushwick Apt,18287406,Claudio,Brooklyn,Bushwick,40.70307,-73.91765,Private room,51,3,0,,,1,0
12649685,Peaceful Greenpoint Sanctuary,6389984,Pepper,Brooklyn,Greenpoint,40.73081,-73.95551,Entire home/apt,195,2,34,2017-06-09,0.97,1,0
12650830,Quiet room in Bed-Stuy,68585649,Joseph,Brooklyn,Bedford-Stuyvesant,40.69186,-73.94038,Private room,30,80,0,,,1,0
12669490,The Oasis of Utica,16623502,Racquel,Brooklyn,East Flatbush,40.64741,-73.92588,Entire home/apt,105,1,43,2018-11-24,1.17,1,13
12681868,NYC deluxe room 15 min to Manhattan,68907781,Dafni,Queens,Astoria,40.77008,-73.92878,Private room,58,2,67,2019-06-24,1.76,3,20
12727438,Entire 1 BR Williamsburg apt,69203926,Marios,Brooklyn,Williamsburg,40.70614,-73.94983,Entire home/apt,150,7,0,,,1,0
12738790,Bright & Spacious E. Village 1 Bdrm,18351258,Michael,Manhattan,East Village,40.72872,-73.98098,Entire home/apt,250,2,29,2018-05-13,0.76,1,0
12792132,Gramercy Studio,29859280,Denise,Manhattan,Gramercy,40.7367,-73.98099,Entire home/apt,150,2,13,2019-06-02,0.34,1,26
12847429,Spacious 2 BR in Midtown,61391963,Corporate Housing,Manhattan,Hell's Kitchen,40.76014,-73.99039,Entire home/apt,150,30,6,2019-05-31,0.32,91,126
12969014,Unique Artist's Apartment,9991075,Erika,Manhattan,Upper West Side,40.78116,-73.98104,Entire home/apt,175,1,11,2018-07-07,0.33,2,0
12984535,Beautiful room in a spacious Brooklyn duplex,70181422,Chris And Zaneta,Brooklyn,Windsor Terrace,40.65256,-73.9798,Private room,60,1,1,2016-08-14,0.03,4,0
13170049,Private Bedroom in a 3 BR Apt on Riverside Drive,7141050,Mayra,Manhattan,Inwood,40.86709,-73.92962,Private room,80,2,12,2017-12-27,0.34,2,49
13193534,Private bedroom in Manhattan NYC,73864266,Roxane,Manhattan,Inwood,40.85981,-73.92835,Private room,40,3,78,2019-06-26,2.87,1,260
13207158,Furnished Room in Large Lefferts Gardens Apt.,10580223,Andy,Brooklyn,Flatbush,40.65335,-73.95663,Private room,50,3,2,2016-07-05,0.05,2,27
13221788,Minimalist room next to the subway (2),74179880,Silvia,Brooklyn,East New York,40.67378,-73.88846,Private room,35,30,86,2019-06-23,2.29,8,326
13282840,Cozy Private room near Central Park,49328849,Dorothy,Manhattan,East Harlem,40.79532,-73.94454,Private room,85,4,46,2019-07-01,1.23,1,72
13303942,Spacious Bushwick Room with 3 Large Windows,48036408,Raul,Brooklyn,Bushwick,40.68584,-73.90587,Private room,50,20,0,,,1,0
13314206,Beautiful Spacious  Apt. in Washington Heights!,2383846,Lisa,Manhattan,Washington Heights,40.83945,-73.94353,Entire home/apt,110,14,5,2018-08-24,0.14,1,0
13329706,Charming apartment with parking in the heart of Qs,55829442,Shahar,Queens,Kew Gardens Hills,40.73078,-73.82232,Entire home/apt,40,10,4,2016-07-18,0.11,1,0
13398348,Your Own Apartment corner of Bedford and Grand!,1570170,Kristina,Brooklyn,Williamsburg,40.7157,-73.95983,Entire home/apt,125,3,97,2019-06-24,2.65,2,216
13405322,Charming Free Standing Wooded Carriage House,76316036,Tobias,Brooklyn,Crown Heights,40.67587,-73.95467,Entire home/apt,250,7,3,2017-10-02,0.13,1,0
13459841,Sunny Williamsburg w Balcony - Long Term Rental,4841046,Jesse,Brooklyn,Williamsburg,40.71216,-73.95853,Entire home/apt,105,15,30,2019-05-26,0.84,1,85
13495691,Fort Greene bedroom w/private bathroom,26209213,Kaitlyn,Brooklyn,Fort Greene,40.69289,-73.98077,Private room,65,10,0,,,1,0
13526990,Historic Brooklyn Brownstone,45691473,Cheryl,Brooklyn,South Slope,40.66446,-73.97987,Entire home/apt,400,4,0,,,1,0
13542521,Comfortable room in gay friendly apt in HK,77915011,Joshua,Manhattan,Hell's Kitchen,40.76806,-73.98672,Private room,100,2,1,2016-06-26,0.03,1,0
13572291,CLEAN Downtown Studio Crash Pad!,48681901,Krystina,Manhattan,East Village,40.72605,-73.98705,Entire home/apt,99,17,11,2019-06-01,0.3,1,0
13623880,Conveniently located 2 BR Time Square Apartment,78934668,Marissa,Manhattan,Hell's Kitchen,40.76395,-73.9884,Entire home/apt,200,2,25,2018-04-22,0.68,1,0
13638026,Large 1 bed apt in heart of Williamsburg,3695865,Jessica,Brooklyn,Williamsburg,40.71911,-73.95828,Entire home/apt,200,2,3,2016-10-30,0.08,1,0
13662692,Lovely 1bed apt (UWS) next to 72nd St. Subway & CP,79231531,Nimmi,Manhattan,Upper West Side,40.77778,-73.97795,Entire home/apt,200,4,1,2016-09-13,0.03,1,0
13693976,Spacious Apartment in Crown Heights,79820757,Blondine,Brooklyn,Crown Heights,40.67611,-73.94106,Entire home/apt,300,3,83,2019-07-06,2.43,2,218
13734814,Clean Lines Rule: Modern and Spacious and Orange,16725289,Sue,Brooklyn,Windsor Terrace,40.64785,-73.97595,Entire home/apt,150,2,1,2018-06-30,0.08,1,0
13741194,Williamsburg Oasis,8237570,Akash,Brooklyn,Williamsburg,40.71782,-73.95013,Private room,200,1,5,2019-05-05,0.15,2,364
13765918,Eclectic Artist's Apartment in PRIME East Village,22069376,Alyssa,Manhattan,East Village,40.7257,-73.98635,Entire home/apt,200,1,38,2019-06-27,3.41,1,123
13770759,Cozy Room w/ Queen Bed (1FL),65809485,Shirley,Queens,Flushing,40.75026,-73.82873,Private room,40,7,59,2019-06-12,1.67,12,120
13857312,Renovated East Village 1BR,12485770,Raanan,Manhattan,East Village,40.729,-73.98098,Entire home/apt,125,30,6,2019-02-08,0.24,9,150
13879280,Secret Alley Carriage House,68890,Paula,Brooklyn,Bedford-Stuyvesant,40.68774,-73.95477,Entire home/apt,250,1,29,2019-06-07,0.92,3,347
13920551,Vida Local,80974010,Lou,Bronx,Highbridge,40.83736,-73.92318,Private room,22,3,14,2017-10-10,0.39,1,42
13951959,Newly Renovated Clinton Hill Duplex,66051630,Maya,Brooklyn,Clinton Hill,40.68265,-73.96631,Entire home/apt,325,5,80,2019-06-22,2.21,1,92
13991186,Well appointment apartment in doorman building,1419430,M,Manhattan,Midtown,40.76543,-73.97929,Entire home/apt,275,2,2,2017-04-09,0.06,1,0
14016202,Spacious Private Room/Full bath EAST VILLAGE,81939249,Tara,Manhattan,East Village,40.72383,-73.98289,Private room,120,2,0,,,1,0
14022980,HUGE Apt w/1 bedroom sublet in Brooklyn,7656555,Carly,Brooklyn,Bedford-Stuyvesant,40.69747,-73.94817,Private room,33,2,11,2018-09-01,0.31,1,0
14032445,Large One Bedroom Apartment,75853911,Sabrina,Manhattan,Harlem,40.80299,-73.95713,Entire home/apt,100,1,3,2016-09-16,0.09,1,0
14104044,Privet outdoor space!!!,84914817,Alon,Manhattan,Murray Hill,40.74733,-73.97289,Entire home/apt,79,30,5,2019-01-06,0.36,2,308
14141215,private room in LES,85368273,Nir,Manhattan,Lower East Side,40.71795,-73.98553,Private room,70,1,1,2016-10-03,0.03,1,0
14186028,2 Bed Private Entrance Williamsburg,85974062,Joshua,Brooklyn,Williamsburg,40.71339,-73.96369,Entire home/apt,130,1,78,2018-02-02,2.17,1,0
14195878,Artsy master suite with attached private bathroom,17218599,Shanthony,Brooklyn,Bedford-Stuyvesant,40.69249,-73.94298,Private room,50,15,2,2017-01-01,0.06,1,0
14215681,AMAZING  Room in a 2 Bd Apt on the UES!,37318666,Dijana,Manhattan,East Harlem,40.79014,-73.94035,Private room,70,1,60,2019-06-11,1.74,1,66
14220422,Rockaway Beach Surf and Garden Apartment,51162561,Paul,Queens,Rockaway Beach,40.58626,-73.81465,Entire home/apt,125,4,1,2016-09-04,0.03,1,0
14276224,Williamsburg Hideaway,35658806,Patty,Brooklyn,Williamsburg,40.71505,-73.95716,Entire home/apt,325,1,2,2018-01-05,0.06,1,0
14281526,Queens Village Vacation Getaway,86209218,Sophia,Queens,Queens Village,40.71168,-73.74037,Entire home/apt,65,1,152,2019-07-05,4.67,1,335
14296598,Art-filled bright spacious loft prime Wburg Brklyn,14942276,Susan,Brooklyn,Williamsburg,40.71932,-73.95649,Entire home/apt,249,3,99,2019-06-13,2.87,2,239
14429957,Amazing Private Room close Time Sq & Central Park.,713764,Michelle & Heddy,Manhattan,Hell's Kitchen,40.7632,-73.98875,Private room,149,2,121,2019-06-13,3.5,1,70
14488817,Two bedrooms accommodate 4 guests,2766755,Mara,Manhattan,Harlem,40.80901,-73.95267,Private room,399,3,0,,,2,362
14744735,Artist Loft w/ AMAZING views of Manhattan,943367,Tracie,Brooklyn,Greenpoint,40.7272,-73.94374,Private room,55,14,4,2018-08-15,0.12,1,17
14745847,Beautifu large studio in the heart  of Manhattan,39939354,Roberto,Manhattan,Midtown,40.75797,-73.97004,Entire home/apt,150,7,29,2019-06-22,0.86,1,31
14749932,PRIME WILLIAMSBURG ROOM. ONE STOP FROM MANHATTAN,13066224,Valentina,Brooklyn,Williamsburg,40.71906,-73.95726,Private room,78,1,35,2019-06-23,1.01,1,247
14763045,Location! Location! Location! ... in a cute studio,54743212,Brigid,Brooklyn,Williamsburg,40.71588,-73.94297,Entire home/apt,160,14,4,2017-09-10,0.12,1,0
14826900,Modern Williamsburg Loft,25161779,Maria,Brooklyn,Williamsburg,40.71122,-73.95922,Entire home/apt,160,3,2,2017-07-31,0.06,1,0
14882309,Sid's Victorian Peaceful Haven,92720308,Sidney,Brooklyn,Flatbush,40.64028,-73.96095,Private room,100,1,134,2019-06-19,3.95,3,307
14945274,Bronx Retreat in Contemporary Apt,32357900,Tara,Bronx,Fieldston,40.88985,-73.90747,Private room,85,2,16,2017-09-01,0.47,1,0
14996256,Lovely Guestroom in Elevator Building,92322271,Mark,Brooklyn,Crown Heights,40.67059,-73.94798,Private room,88,2,0,,,2,0
15125599,Beautiful One Bedroom Apartment Near Central Park,3191545,Kyle,Manhattan,Theater District,40.761,-73.98522,Entire home/apt,169,30,5,2017-06-25,0.15,23,365
15189516,Cute House Near Train In Brooklyn,19694796,Stephen,Brooklyn,Kensington,40.63727,-73.97718,Private room,45,2,4,2017-01-01,0.13,1,0
15205915,2BdrmPRESIDENTIAL Luxury CONDO In the Heart of NYC,96098402,Wynpoints,Manhattan,Midtown,40.7521,-73.972,Private room,799,4,3,2017-01-13,0.09,12,365
15301499,~**GORGEOUS DOWNTOWN LOFTS**~ MULTIPLE SPACES,76192815,Sam,Manhattan,Chinatown,40.71745,-73.99409,Entire home/apt,300,1,23,2019-03-27,0.69,5,364
15405532,NYU/UNION SQRE/EAST VILLAGE-QUIET STUDIO EAST 25TH,2856748,Ruchi,Manhattan,Kips Bay,40.73824,-73.97874,Entire home/apt,198,30,0,,,49,364
15453985,Sunny Apartment Close to NYC's Major Attractions,99139601,Rosalia,Bronx,Mott Haven,40.81201,-73.90823,Entire home/apt,100,2,170,2019-06-25,5.16,1,83
15493096,Beautiful Private Bedroom in 2BR Apartment,14010411,Alex,Brooklyn,Prospect Heights,40.67419,-73.96423,Private room,149,3,4,2017-01-02,0.13,1,0
15506009,LARGE 1BR Apt 25 Mins to Manhattan,6218023,Fabe,Brooklyn,Crown Heights,40.67749,-73.94386,Entire home/apt,99,180,4,2017-01-29,0.12,1,365
15517755,Huge Bedroom w/direct access to backyard,30047867,Camila,Brooklyn,Bedford-Stuyvesant,40.68707,-73.94437,Private room,50,2,3,2017-01-05,0.09,1,0
15552901,Near at the JFK 15 minutes,84562269,Finely,Queens,Queens Village,40.71935,-73.75383,Private room,35,2,5,2019-04-23,0.18,2,0
15693558,Large modern one bedroom apartment,19153021,Aliya,Manhattan,East Harlem,40.78982,-73.94263,Entire home/apt,220,7,0,,,1,0
15801420,Living excellence- deluxe 2 bedroom apt. in NYC!,30283594,Kara,Manhattan,Hell's Kitchen,40.76626,-73.98338,Entire home/apt,369,30,1,2018-01-21,0.06,121,345
15855156,Cozy room in the heart of Astoria,40503875,Hebert,Queens,Astoria,40.75927,-73.9092,Private room,55,1,94,2019-04-16,2.91,2,0
15870454,Great Studio In Midtown West,51501835,Jeniffer,Manhattan,Hell's Kitchen,40.76313,-73.9943,Entire home/apt,125,30,6,2019-05-09,0.19,31,323
15884157,PRIVATE BEDROOM Bushwick close to L and J trains,16973022,Patrick,Brooklyn,Bushwick,40.69092,-73.91195,Private room,50,1,4,2016-11-26,0.12,1,0
16015571,Bright and Spacious Living Room.,39261381,Nathaniel,Brooklyn,Flatlands,40.62531,-73.93414,Shared room,22,1,20,2019-07-03,1.28,2,160
16037497,Luxury doorman 1br in West Village,2622616,Shaun,Manhattan,West Village,40.73596,-74.00927,Entire home/apt,220,4,0,,,1,0
16098020,1 Bdrm PRESIDENTIAL RESERVE at Wyndham Midtown 45,69545883,Chayla,Manhattan,Midtown,40.75162,-73.9732,Private room,649,3,1,2016-12-09,0.03,12,365
16133127,Cozy Alphabet City bedroom with private patio,105025187,Anima,Manhattan,East Village,40.72624,-73.978,Private room,49,3,1,2017-08-04,0.04,2,0
16135897,LARGE ROOM lots of privacy in a 4 bedroom apt,104700532,Sehai,Brooklyn,Bedford-Stuyvesant,40.69383,-73.94326,Private room,55,1,1,2017-01-01,0.03,1,6
16144479,Cute Bright Studio,105348414,Chi,Manhattan,Greenwich Village,40.73385,-73.99928,Entire home/apt,200,5,1,2018-03-03,0.06,1,36
16163768,Beautiful Queen Private Room in Financial District,104926837,Julia,Manhattan,Financial District,40.7054,-74.00763,Private room,146,3,104,2019-06-17,3.31,3,7
16163874,Amazing Designer  Brownstone Garden  Apartment,105507665,Paul,Brooklyn,Bedford-Stuyvesant,40.68249,-73.93234,Entire home/apt,150,4,73,2019-06-24,2.33,1,228
16226066,Room near park · 2 stops to Manhattan on N/D train,29314677,Ignat,Brooklyn,Sunset Park,40.64832,-73.99913,Private room,64,1,87,2019-07-01,2.82,1,42
16228346,ENTIRE UNIT: MID TOWN NYC - GRAND CENTRAL STATION,43828940,James,Manhattan,Midtown,40.75343,-73.97313,Entire home/apt,119,3,0,,,1,0
16301173,LADIES ONLY!! Privacy in a shared space :),27260699,J,Brooklyn,Bushwick,40.69533,-73.90889,Shared room,28,1,103,2019-05-01,4.02,4,133
16312966,PRIVATE STUDIO WITH LOTS OF LIGHT,44102978,Tania & Juan,Manhattan,Washington Heights,40.8471,-73.93501,Entire home/apt,75,1,17,2019-05-26,0.55,1,253
16357148,Private Room in Sun-drenched Apartment,46416490,Anne,Manhattan,Harlem,40.80883,-73.94577,Private room,68,30,20,2018-09-14,0.65,1,15
16373546,Huge full floor loft on Broadway and Bleecker,10683360,David,Manhattan,Greenwich Village,40.72747,-73.9969,Entire home/apt,240,3,15,2019-07-02,0.56,1,45
16393554,Classic Downtown Loft,1482059,Erin,Manhattan,Chinatown,40.71698,-73.99629,Entire home/apt,295,2,43,2019-05-09,1.39,1,66
16423080,Private Studio Apartment close to ferry and subway,15231187,Conor,Brooklyn,Greenpoint,40.73203,-73.95572,Entire home/apt,89,3,69,2019-06-13,2.25,1,0
16426099,All season studio in Astoria,107682732,Elva,Queens,Ditmars Steinway,40.77677,-73.9106,Entire home/apt,100,3,93,2019-06-28,3.03,1,12
16430924,Pacific Street Gem!!!,39834676,Nette,Brooklyn,Crown Heights,40.67756,-73.94775,Entire home/apt,137,3,5,2019-02-23,0.19,1,266
16487823,2 Double Bed Hotel Style WYNDHAM MIDTOWN 45 *NYC*,69545883,Chayla,Manhattan,Midtown,40.75327,-73.97175,Private room,599,3,2,2017-05-27,0.07,12,365
16491507,Extra Cozy Room in Center of Williamsburg,4033160,Brian,Brooklyn,Williamsburg,40.71404,-73.95783,Private room,98,1,3,2017-01-01,0.1,1,0
16519911,Fabulous Art-Filled West Village Home (1BR),13584145,Monika,Manhattan,West Village,40.73308,-74.00203,Entire home/apt,275,2,4,2018-07-17,0.15,1,0
16534156,#1 Large sunny Studio 5 blocks from CENTRAL PARK!,80262218,Laila,Manhattan,Upper East Side,40.77251,-73.95431,Entire home/apt,100,30,26,2019-05-28,1.18,3,250
16687716,Gorgeous Large Room near LGA,14730722,Omar £ Jacqueline,Queens,East Elmhurst,40.76441,-73.88943,Private room,90,2,9,2018-09-02,0.34,1,0
16734233,FAB 1BD Sunnyside Gardens Apt with Patio,5665728,Ryan,Queens,Sunnyside,40.74801,-73.91777,Entire home/apt,300,2,0,,,1,0
16846074,Modern Studio in the Heart of Midtown NYC!,3902092,Anthony,Manhattan,Hell's Kitchen,40.75673,-73.99362,Entire home/apt,170,2,0,,,1,0
